Abstract,predict
"Functional api/causal estimators (#746)

* Initial refactor

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* fix placebo treatment refuter randint call (#702)

Signed-off-by: Andres Morales <andresmor@microsoft.com>

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Adding ProductRegressor to gcm auto assignment

This model simply takes the product of the inputs.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>
Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Make conditional independence test based on regression less flaky

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>
Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Add workflow to mark and close stale issues

Signed-off-by: Peter Goetz <pego@amazon.com>
Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Mark econml, pydot, and pygraphviz as extras (#701)

* mark econml, pydot, and pygraphviz as extras

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* restore dep order

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>
Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Change mechanics of Docker image build and usage

- Introduce a GH Action to build Docker image for docs generation every time the Dockerfile is changed
- Trigger docs generation when a new Docker image was built
- Minor fix in Dockerfile to avoid outdated apt database

Signed-off-by: Peter Goetz <pego@amazon.com>
Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Fix GH Actions workflow docs trigger

This needs to point to the correct title.

Signed-off-by: Peter Goetz <pego@amazon.com>
Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Add an option for auto assignment in distribution change attribution

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>
Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Binary bool features now remain binary in one hot encoding for ANMs in gcm

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>
Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Import dowhy.causal_estimators.econml locally (#713)

This imports it within the function where it's used. It removes the hard dependency on EconML and only requires it when using sensitivity_non_parametric_partial_r2.

Signed-off-by: Peter Goetz <pego@amazon.com>

Signed-off-by: Peter Goetz <pego@amazon.com>
Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Adding causal-learn as (required) dependency

The gcm module will heavily rely on the independence tests in the causal-learn package, i.e., it cannot be optional.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>
Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Add econml, pydot extras to Documentation Build (#714)

* add econml, pydot extras to docs build

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* add econml, pydot extras to other build tasks

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* update nightly install

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>
Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Replace HSCI and KCI with causal-learn package functions

The causal-learn package provides more sophisticated implementations of the kernel independence tests. Instead of reimplementing it, we utilize the existing functions from causal-learn instead.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>
Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Add pytest markers for ""focused"" and ""notebook"" (#716)

add pytest markers for notebook, focused to remove runtime warnings

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>
Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Make a gcm unit test for drawing from an interventional distribution less flaky (#715)

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>
Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Fix docs-on-demand Issues (#718)

* fix issues with docs-on-demand GH Actions script

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* update image name

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* restore jupyter notebook from main

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* remove accidentally added file

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>
Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Fix avoid retrain estimator on causal_model API

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Add independence tests as parameter to distribution change

This removes the option to change the mechanism change test directly. As it turned out, changing the independence test is the more common case.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>
Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Make unit test on intervention less strict

To avoid flaky tests.

Signed-off-by: Peter Goetz <pego@amazon.com>
Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Fix issue with identifying boolean values of dataframes in is_categorical

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>
Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Restore some key tests into the regular CI pipeline (#725)

* restore some key notebook tests

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* remove advanced marks from unit tests

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* remove advanced mark from test_validation.py

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* apply formatting

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* update test durations, restore some test notebooks

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* bump the test splits

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* restore main notebook tests, take a more piecemeal approach

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>
Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Re-introduce include_simulated_confounder as method

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Add constants name

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Use a different github action for notifying discord (#731)

use a different github action for notifying discord

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>
Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Set seed on data generation for deterministic test

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Uncomment notebook examples for coverage

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Check random_state type on placebo_treatment_refuter Fix #719

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* introduce fit() method for causal estimators

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Fix refuters after estimator refactor

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Fix refutation issues

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Fix estimator issues

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Restore Notebook Tests in Regular CI (#728)

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Upgrade xgboost (#739)

upgrade xgboost

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>
Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Remove bibtex from GCM introduction

This is covered in docs/source/cite.rst.

Signed-off-by: Peter Goetz <pego@amazon.com>
Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Add 'Typical usage' section in GCM introduction

Signed-off-by: Peter Goetz <pego@amazon.com>
Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Fix issue with categorical inputs to gcm ProductRegressor

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>
Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Use concat instead of append for pandas in distribution change

This avoids a future deprecation warning.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>
Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Remove unnecessary double underscores in gcm module

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>
Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Rename gcm bootstrap training to fit_and_compute

Related to issue https://github.com/py-why/dowhy/issues/689

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>
Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Clean output of notebook

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* format + small fix on tests

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Add docs

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Add docs to fit()

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Add types to constructors

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Apply format

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Use protocol for econml and causalml, PR comments

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* update docs for estimator classes

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Add optional data param for estimate_effect

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Update docs

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Fix merge

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Format code

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Address PR comments

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Add docs + fix placebo_refuter

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Update docs

Signed-off-by: Andres Morales <andresmor@microsoft.com>

Signed-off-by: Andres Morales <andresmor@microsoft.com>
Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>
Signed-off-by: Peter Goetz <pego@amazon.com>
Signed-off-by: Chris Trevino <darthtrevino@gmail.com>
Co-authored-by: Patrick Bloebaum <bloebp@amazon.com>
Co-authored-by: Peter Goetz <pego@amazon.com>
Co-authored-by: Chris Trevino <darthtrevino@users.noreply.github.com>
Co-authored-by: Peter Götz <pego@amazon.de>
Co-authored-by: Patrick Blöbaum <51325689+bloebp@users.noreply.github.com>",0
"Corrected name of generalised covariance measure independence test

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Fix issue in gcm plotting with modifying causal_strength object

Before, the given causal_strength dictionary was modified within the plotting function, which also impacted the original object. Now, a copy is created internally.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Order Common Causes column names in EconML wrapper (#773)

* A DCO-compliant version
Signed-off-by: Egor Kraev egor.kraev@wise.com

* Order common causes names in EconML wrapper, to enable passthrough PTT values
EconML doesn't preserve the order of Common Causes, and EconML strips column names; this change has no effect elsewhere as that order wasn't enforced before, but enables using a passthrough model for PTT in AutoCausality

Signed-off-by: Egor Kraev <egor.kraev@wise.com>

* Added some clarifying comments and docstrings
Signed-off-by: EgorKraevTransferwise <egor.kraev@transferwise.com>

Signed-off-by: Egor Kraev <egor.kraev@wise.com>",0
"Support for multivalued treatments for econml estimators (#768)

* A DCO-compliant version
Signed-off-by: Egor Kraev egor.kraev@wise.com

* Added some clarifying comments and docstrings
Signed-off-by: EgorKraevTransferwise <egor.kraev@transferwise.com>",0
"Adding autogluon as optional dependency to gcm module

This extends the auto model assignment by the 'BEST' parameter, which returns an autogluon model (i.e., an auto ML model).

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Bump tensorflow from 2.10.0 to 2.10.1

Bumps [tensorflow](https://github.com/tensorflow/tensorflow) from 2.10.0 to 2.10.1.
- [Release notes](https://github.com/tensorflow/tensorflow/releases)
- [Changelog](https://github.com/tensorflow/tensorflow/blob/master/RELEASE.md)
- [Commits](https://github.com/tensorflow/tensorflow/compare/v2.10.0...v2.10.1)

---
updated-dependencies:
- dependency-name: tensorflow
 dependency-type: indirect
...

Signed-off-by: dependabot[bot] <support@github.com>",0
"Add independence test based on the General Covariance Measure

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Fix links to older doc versions

This is broken, when the path of the current page is nested.

Signed-off-by: Peter Goetz <pego@amazon.com>",1
"Re-add dowhy_optimize_backdoor_example

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Small cleanups in example notebooks

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Clean up example notebook titles and associate proper Tasks

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Introduce card-carousels in example page

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Restructure Getting Started page

- Simplify installation instructions, refer to detailed installation instructions on dedicated page
- Introduce Hello World-like code samples

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Move effect inference comparison to effect inference user guide

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Introduce cards on docs landing page

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Move citation page from docs landing page to user guide

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Move 4-step process documentation from docs landing page to effect inference user guide

Also, provide documentation overview on docs starting page.

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Add convenience function to plot attribution scores

Also had to import numpy, although it's unclear why this is suddenly failing. It's unrelated.

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Add logo to docs and README

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Introduce dowhy.datasets.lalonde_dataset()

... and use it notebook examples.

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Add APIs for attributing unit change without a mechanism change

Signed-off-by: Kailash <111277+kailashbuki@users.noreply.github.com>",0
"Patch older documentation with updated links (#758)

* Detect latest links in version-switcher
* Apply these links retroactively to all published versions
* Add Node 16 to documentation image
* BUG FIX: Some links are present for tagged versions without associated docs. These are now filtered out.

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>",0
"Restore Version Selector into Build (#757)

- Determine tag-list and current version in generate_docs and pass to Python
- Remove static legacy versions in versions.html; these will be provided in the tag-list.

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>",0
"Specify Python 3.9 in Binder Configuration (#756)

* add runtime.txt file to binder folder with Python 3.9

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* use python 3.9 in environment.yml

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* remove runtime.txt

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>",0
"Remove Sphinx-Multiversion and fix docs generation (#754)

- Remove sphinx-multiversion, which was having issues scaling and was not usable as a CI tool.
- Clone the existing docs into ./dowhy-docs to cache existing builds.
- Remove config-swaps, establish fixed documentation config.
- Add a GitHub Action to build the docs (and not deploy them) during CI on PRs.
- Add a GitHub Action to build the docs when releases are cut using the new release tag.

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>
Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Add an API for unit change attribution

Signed-off-by: Kailash <111277+kailashbuki@users.noreply.github.com>",0
"CI: Docs on Demand - Add missing step to get PR sha (#753)

add missing step to get the sha of a PR

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>",0
"Docs on demand fetch depth (#752)

* add fetch-depth to docs-on-demand checkout

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* update source filter

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>",0
"fix docs-on-demand action to check-out the PR instead of main (#751)

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>",0
"Revise gcm auto assignment logic

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Add polynom regressor and classifier to gcm

This replaces the ProductRegressor.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Rename gcm bootstrap training to fit_and_compute

Related to issue https://github.com/py-why/dowhy/issues/689

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Remove unnecessary double underscores in gcm module

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Use concat instead of append for pandas in distribution change

This avoids a future deprecation warning.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Fix issue with categorical inputs to gcm ProductRegressor

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Add 'Typical usage' section in GCM introduction

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Remove bibtex from GCM introduction

This is covered in docs/source/cite.rst.

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Upgrade xgboost (#739)

upgrade xgboost

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>",0
Restore Notebook Tests in Regular CI (#728),0
"Merge pull request #730 from py-why/fix/refuter_random_state

Check random_state type on placebo_treatment_refuter Fix #719",0
"Merge pull request #732 from py-why/fix/dowhy_functional_api_notebook_data_generation

Set seed on data generation for deterministic test",0
"Uncomment notebook examples for coverage

Signed-off-by: Andres Morales <andresmor@microsoft.com>",0
"Set seed on data generation for deterministic test

Signed-off-by: Andres Morales <andresmor@microsoft.com>",0
"Use a different github action for notifying discord (#731)

use a different github action for notifying discord

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>",0
"Merge pull request #727 from py-why/fix/add_unobserved_common_cause_backwards_compatibility

Re-introduce include_simulated_confounder as method",0
"Check random_state type on placebo_treatment_refuter Fix #719

Signed-off-by: Andres Morales <andresmor@microsoft.com>",0
"Restore some key tests into the regular CI pipeline (#725)

* restore some key notebook tests

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* remove advanced marks from unit tests

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* remove advanced mark from test_validation.py

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* apply formatting

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* update test durations, restore some test notebooks

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* bump the test splits

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* restore main notebook tests, take a more piecemeal approach

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>",0
"Add constants name

Signed-off-by: Andres Morales <andresmor@microsoft.com>",0
"Re-introduce include_simulated_confounder as method

Signed-off-by: Andres Morales <andresmor@microsoft.com>",0
"Fix issue with identifying boolean values of dataframes in is_categorical

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Make unit test on intervention less strict

To avoid flaky tests.

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Add independence tests as parameter to distribution change

This removes the option to change the mechanism change test directly. As it turned out, changing the independence test is the more common case.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Merge pull request #717 from py-why/fix/avoid_retrain_estimator

Fix avoid retrain estimator on causal_model API",0
"Fix docs-on-demand Issues (#718)

* fix issues with docs-on-demand GH Actions script

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* update image name

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* restore jupyter notebook from main

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* remove accidentally added file

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>",0
"Make a gcm unit test for drawing from an interventional distribution less flaky (#715)

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Fix avoid retrain estimator on causal_model API

Signed-off-by: Andres Morales <andresmor@microsoft.com>",0
"Add pytest markers for ""focused"" and ""notebook"" (#716)

add pytest markers for notebook, focused to remove runtime warnings

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>",0
"Replace HSCI and KCI with causal-learn package functions

The causal-learn package provides more sophisticated implementations of the kernel independence tests. Instead of reimplementing it, we utilize the existing functions from causal-learn instead.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Add econml, pydot extras to Documentation Build (#714)

* add econml, pydot extras to docs build

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* add econml, pydot extras to other build tasks

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* update nightly install

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>",0
"Adding causal-learn as (required) dependency

The gcm module will heavily rely on the independence tests in the causal-learn package, i.e., it cannot be optional.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Import dowhy.causal_estimators.econml locally (#713)

This imports it within the function where it's used. It removes the hard dependency on EconML and only requires it when using sensitivity_non_parametric_partial_r2.

Signed-off-by: Peter Goetz <pego@amazon.com>

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Binary bool features now remain binary in one hot encoding for ANMs in gcm

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Add an option for auto assignment in distribution change attribution

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Fix GH Actions workflow docs trigger

This needs to point to the correct title.

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Change mechanics of Docker image build and usage

- Introduce a GH Action to build Docker image for docs generation every time the Dockerfile is changed
- Trigger docs generation when a new Docker image was built
- Minor fix in Dockerfile to avoid outdated apt database

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Mark econml, pydot, and pygraphviz as extras (#701)

* mark econml, pydot, and pygraphviz as extras

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* restore dep order

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>",0
"Add workflow to mark and close stale issues

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Make conditional independence test based on regression less flaky

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"Adding ProductRegressor to gcm auto assignment

This model simply takes the product of the inputs.

Signed-off-by: Patrick Bloebaum <bloebp@amazon.com>",0
"fix placebo treatment refuter randint call (#702)

Signed-off-by: Andres Morales <andresmor@microsoft.com>

Signed-off-by: Andres Morales <andresmor@microsoft.com>",0
"Merge pull request #693 from py-why/functional_api/estimate_effect_function

Functional api/estimate effect function",0
"Update README.rst, ""using latest dev version"" instructions (#696)

* update readme

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* update dev-version text

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* update pip command to use git+https

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* some clean-ups

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* remove some stray text

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* whitespace updates to clean up diff

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* fix tqdm spelling

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* add poetry install docs

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* remove dep list from readme

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* update pyproject.toml link to be in rst format

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>",0
"Update dowhy_lalonde_example.ipynb

Added numbering to each of the sections to match the ""1. Load the data""

Signed-off-by: Emre Kıcıman <emrek@microsoft.com>",0
"Load Lalonde dataset natively with Python

This was copied from https://github.com/wayfair/pylift/blob/5afc9088e96f25672423663f5c9b4bb889b4dfc0/examples/Lalonde/Lalonde_sample.ipynb?short_path=b1d451f#L94-L99 and uses the information provided on https://users.nber.org/~rdehejia/nswdata2.html

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Fix Documentation Builds (#675)

* update image specification

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* ignore type errors in sphinx build

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* sphinx config update

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* ci: add the ability to run the docs build on demand

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* remove stray char

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* restore error_checks

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* homogenize github action names

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* update notebook refutation call

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* hit other invocation

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* use np.array

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* convert to np array internally

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* revent add_unobserved_common_cause.py

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* use float value for effect_fraction_on_treatment

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* revert sensitivity analysis workbook change

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* revert all docs updates

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

* add discord notifier action to build sequences

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>",0
"Fix syntax error in dowhy_ranking_methods notebook (#698)

Signed-off-by: Peter Goetz <pego@amazon.com>

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Add missing param docs, remove if statement

Signed-off-by: Andres Morales <andresmor@microsoft.com>",0
"Add issue templates (#687)

Signed-off-by: Peter Goetz <pego@amazon.com>

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"method_name to class instance

Signed-off-by: Andres Morales <andresmor@microsoft.com>",0
Revert all accidental previous commits,0
Fix image name,0
Add apt-get update,0
Use ghcr.io/py-why/dowhy-example-notebooks-deps as base image,0
"Undo fit check

Signed-off-by: Andres Morales <andresmor@microsoft.com>",0
"format code

Signed-off-by: Andres Morales <andresmor@microsoft.com>",0
"estimate_effect function

Signed-off-by: Andres Morales <andresmor@microsoft.com>",0
Try actions/setup-python@v4,0
Fixup: Remove empty continuation line,0
Fixup: Dockerfile,0
Merge Dockerfiles and build automatically on changes to Dockerfile,0
fixup: RUNRUN,0
Fix: rename job,0
Add apt-get update,0
Use container in nightly-tests,0
Add Dockerfile build Action,0
Temporarily make nightly manual,0
"Use googleanalytics sphinx plugin from upstream

This was now updated to latest Google Analytics JS code and should work again.

Signed-off-by: Peter Goetz <pego@amazon.com>",0
"Functional api/refute estimate (#672)

* refactor bootstrap, data_subset, random_common_cause refuters, placebo_treatment_refuter, add_unobserved_common_cause

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Add documentation

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Add refute_estimate function

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Add missing parameter

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Rename methods for identify_effect

Signed-off-by: Andres Morales <andresmor@microsoft.com>

* Fix notebook imports

Signed-off-by: Andres Morales <andresmor@microsoft.com>

Signed-off-by: Andres Morales <andresmor@microsoft.com>",0
"Adding a new folder for community-sourced notebooks (#676)

* added a new community folder for notebooks

* fixed some typos

Signed-off-by: Amit Sharma <amit_sharma@live.com>

* added dataset details

Signed-off-by: Amit Sharma <amit_sharma@live.com>",0
"add jlgleason as a contributor for code (#673)

* update CONTRIBUTING.md [skip ci]

* update .all-contributorsrc [skip ci]

Co-authored-by: allcontributors[bot] <46447321+allcontributors[bot]@users.noreply.github.com>",0
"Add E-Value Sensitivity Analysis Method (#609)

* add E-value sensitivity analysis to refuters

Signed-off-by: jlgleason <jeffrey.gleason.3@gmail.com>

* add plot, benchmarking, interpretation, notebook

Signed-off-by: jlgleason <jeffrey.gleason.3@gmail.com>

* update parameter name in example notebook

Signed-off-by: jlgleason <jeffrey.gleason.3@gmail.com>

Signed-off-by: jlgleason <jeffrey.gleason.3@gmail.com>",0
"Merge pull request #662 from py-why/ci/rename_nightly_action

Rename the nightly task 'Nightly Advanced Tests'",0
"rename the nightly task 'Nightly Advanced Tests'

Signed-off-by: Chris Trevino <darthtrevino@gmail.com>",0
